image_path,vein_area_px,skeleton_length_px,convex_hull_area_px,porosity_convex_hull,box_counting_dimension,mean_lacunarity,node_count,edge_count,connected_components,is_tree,cycle_rank_loop_number,endpoint_count,junction_count,isolated_node_count,mean_degree,max_degree,largest_component_nodes,largest_component_edges,largest_component_diameter,largest_component_average_shortest_path,root_node,max_bfs_depth_from_root
vein_demo/vein.png,160272,29700,353142,0.5461542382384423,1.8782953456793148,1.258175078398952,2411,2945,1,False,535,719,1692,0,2.4429697221070095,6,2411,2945,71,29.399739437674146,2405,52
